trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
67,False,"{'a': 0.01, 'e': 0.3299999999999994}",20,0,15.990979486184305,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
68,False,"{'a': 0.01, 'e': 0.3199999999999994}",25,5,-6.281716091622968,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.3099999999999994}",25,6,-64.75304522881126,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
70,False,"{'a': 0.01, 'e': 0.2999999999999994}",30,1,-7.952115469012149,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 0}",1
71,False,"{'a': 0.01, 'e': 0.28999999999999937}",25,0,6.557297410210963,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
72,False,"{'a': 0.01, 'e': 0.27999999999999936}",25,0,11.8066002880817,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
73,False,"{'a': 0.01, 'e': 0.26999999999999935}",20,11,-33.04734612140205,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
74,False,"{'a': 0.01, 'e': 0.25999999999999934}",20,0,-46.038148112923736,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
75,False,"{'a': 0.01, 'e': 0.24999999999999933}",20,0,6.055891816321621,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
76,False,"{'a': 0.01, 'e': 0.23999999999999932}",25,2,-34.11740217793555,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
77,False,"{'a': 0.01, 'e': 0.22999999999999932}",20,0,-28.698023389801392,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
78,False,"{'a': 0.01, 'e': 0.2199999999999993}",25,0,-44.227198957067586,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
79,False,"{'a': 0.01, 'e': 0.2099999999999993}",25,7,6.0194988139453045,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.01, 'e': 0.1999999999999993}",25,0,18.037534103178434,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
81,False,"{'a': 0.01, 'e': 0.18999999999999928}",20,0,-31.428543890202306,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
82,False,"{'a': 0.01, 'e': 0.17999999999999927}",20,6,21.04848326994982,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.16999999999999926}",20,0,24.042651222060677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
84,False,"{'a': 0.01, 'e': 0.15999999999999925}",20,0,17.409765096585794,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
85,False,"{'a': 0.01, 'e': 0.14999999999999925}",20,2,-18.751138046088418,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
86,False,"{'a': 0.01, 'e': 0.13999999999999924}",25,0,35.928019779111686,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
87,False,"{'a': 0.01, 'e': 0.12999999999999923}",20,0,8.163697255506523,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
88,False,"{'a': 0.01, 'e': 0.11999999999999923}",20,13,14.068145340829599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.10999999999999924}",20,13,12.364899113227889,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.09999999999999924}",20,12,15.697584480154873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.01, 'e': 0.08999999999999925}",20,14,9.898682725465193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.07999999999999925}",20,12,12.952527617050453,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.06999999999999926}",20,0,27.094801499491524,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
94,False,"{'a': 0.01, 'e': 0.059999999999999255}",25,15,12.534008519495927,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.04999999999999925}",30,24,10.226474250190341,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.01, 'e': 0.03999999999999925}",25,6,27.348911858332997,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.02999999999999925}",25,1,27.314569507173488,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.01, 'e': 0.019999999999999248}",30,22,10.743424137013962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.01, 'e': 0.009999999999999247}",20,16,6.579299431124807,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,8,18.9858012644623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,29.6805919006445,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,11,15.293067576266688,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,10,17.143913152285503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,13,16.827040771435698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",35,0,51.57063622064445,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",30,15,20.204189046776815,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,15,30.562640089909802,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,0,24.219177681806396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,0,24.81771226783488,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",30,18,21.837592893724132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,12,14.747335606888733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,12,16.584375900676772,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,9,21.863387511409094,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,0,20.71620035313454,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,True,"{'a': 0, 'e': 0}",25,15,-5.639026533814514,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
