trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
82,False,"{'a': 0.005, 'e': 0.6669768108584744}",30,17,-50.22192662268039,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
83,False,"{'a': 0.005, 'e': 0.6636502501363194}",25,0,-67.69260074936565,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
84,False,"{'a': 0.005, 'e': 0.6603402807049829}",20,6,-51.28970072686091,"{0: 7, 1: 2, 2: 5, 3: 0, 4: 0}",1
85,False,"{'a': 0.005, 'e': 0.6570468198150567}",25,0,-19.714659046229826,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
86,False,"{'a': 0.005, 'e': 0.6537697851298473}",25,0,-69.9178399194233,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
87,False,"{'a': 0.005, 'e': 0.6505090947233165}",20,10,-106.16247948178528,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 3}",1
88,False,"{'a': 0.005, 'e': 0.6472646670780347}",35,0,-79.58322683621886,"{0: 25, 1: 0, 2: 9, 3: 1, 4: 0}",0
89,False,"{'a': 0.005, 'e': 0.6440364210831414}",25,13,5.3651793828261996,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.005, 'e': 0.6408242760323187}",25,8,-8.390506352685323,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
91,False,"{'a': 0.005, 'e': 0.6376281516217733}",30,19,-31.73190809241789,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
92,False,"{'a': 0.005, 'e': 0.6344479679482282}",25,0,-103.29550892628966,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",1
93,False,"{'a': 0.005, 'e': 0.631283645506926}",25,0,-130.98650548989528,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
94,False,"{'a': 0.005, 'e': 0.6281351051896408}",30,1,-93.29171125672015,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 1}",1
95,False,"{'a': 0.005, 'e': 0.6250022682827008}",20,0,-91.47117711595328,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
96,False,"{'a': 0.005, 'e': 0.62188505646502}",25,0,-31.289583008631784,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
97,False,"{'a': 0.005, 'e': 0.6187833918061408}",25,10,-20.709218359530436,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
98,False,"{'a': 0.005, 'e': 0.6156971967642851}",25,0,-117.74965942538904,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
99,False,"{'a': 0.005, 'e': 0.6126263941844161}",20,9,-22.86270866874848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.005, 'e': 0.6095709072963093}",35,0,-203.4550256723838,"{0: 22, 1: 4, 2: 5, 3: 0, 4: 4}",0
101,False,"{'a': 0.005, 'e': 0.6065306597126334}",25,7,-55.996769068817585,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
102,False,"{'a': 0.005, 'e': 0.6035055754270405}",20,0,-4.902582613341304,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
103,False,"{'a': 0.005, 'e': 0.6004955788122659}",20,4,-62.6815348221061,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
104,False,"{'a': 0.005, 'e': 0.5975005946182375}",25,0,-17.143763010938837,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
105,False,"{'a': 0.005, 'e': 0.5945205479701944}",20,16,7.961443624663492,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.005, 'e': 0.5915553643668151}",20,0,-48.56259307136987,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
107,False,"{'a': 0.005, 'e': 0.5886049696783552}",20,0,-129.47708156882103,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
108,False,"{'a': 0.005, 'e': 0.5856692901447937}",20,1,-39.425473600769834,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
109,False,"{'a': 0.005, 'e': 0.5827482523739896}",20,0,-8.870346479889792,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
110,False,"{'a': 0.005, 'e': 0.5798417833398464}",30,0,-199.38350010645308,"{0: 16, 1: 2, 2: 7, 3: 3, 4: 2}",0
111,False,"{'a': 0.005, 'e': 0.5769498103804866}",20,0,-121.92629698716686,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
112,False,"{'a': 0.005, 'e': 0.574072261196436}",25,0,-124.67341535663327,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
113,False,"{'a': 0.005, 'e': 0.5712090638488149}",20,0,-113.69478766429032,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
114,False,"{'a': 0.005, 'e': 0.5683601467575404}",30,18,7.400825021853089,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.005, 'e': 0.5655254386995371}",25,12,-1.0333506003732051,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
116,False,"{'a': 0.005, 'e': 0.5627048688069557}",25,9,-47.19851985684749,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
117,False,"{'a': 0.005, 'e': 0.559898366565402}",20,1,-53.13528548627563,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
118,False,"{'a': 0.005, 'e': 0.5571058618121739}",30,0,-22.19754622666481,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
119,False,"{'a': 0.005, 'e': 0.5543272847345071}",20,0,-94.60076080504051,"{0: 14, 1: 2, 2: 0, 3: 3, 4: 1}",0
120,False,"{'a': 0.005, 'e': 0.5515625658678298}",25,20,9.367347069972991,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.005, 'e': 0.5488116360940265}",30,0,-75.41108940111783,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
122,False,"{'a': 0.005, 'e': 0.5460744266397094}",30,0,-33.19534175573013,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
123,False,"{'a': 0.005, 'e': 0.5433508690744998}",30,4,-57.908495511701666,"{0: 19, 1: 1, 2: 4, 3: 2, 4: 0}",1
124,False,"{'a': 0.005, 'e': 0.5406408953093166}",25,3,-77.10847046537697,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 1}",1
125,False,"{'a': 0.005, 'e': 0.5379444375946745}",30,0,-32.66717443591941,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
126,False,"{'a': 0.005, 'e': 0.5352614285189903}",25,2,12.546770248707263,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.005, 'e': 0.5325918010068972}",25,13,-41.99764906826776,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
128,False,"{'a': 0.005, 'e': 0.5299354883175685}",25,2,-93.83560087580236,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 2}",1
129,False,"{'a': 0.005, 'e': 0.5272924240430485}",35,0,-75.28369824901823,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 2}",0
130,False,"{'a': 0.005, 'e': 0.5246625421065929}",20,16,8.225852414587614,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.005, 'e': 0.522045776761016}",30,12,-35.938923420357206,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
132,False,"{'a': 0.005, 'e': 0.5194420625870482}",20,12,6.885728236880445,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.005, 'e': 0.5168513344916992}",20,9,-8.357641241085373,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.005, 'e': 0.5142735277066319}",20,3,-28.84371570108716,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
135,False,"{'a': 0.005, 'e': 0.5117085777865424}",20,11,-1.3252016422714614,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.005, 'e': 0.5091564206075492}",25,0,-28.743841546162187,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
137,False,"{'a': 0.005, 'e': 0.5066169923655895}",30,17,-55.0394220029373,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
138,False,"{'a': 0.005, 'e': 0.5040902295748255}",25,0,-34.91546107179039,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
139,False,"{'a': 0.005, 'e': 0.5015760690660555}",25,0,-27.67441398246733,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
140,False,"{'a': 0.005, 'e': 0.49907444798513595}",25,11,-1.057798514853418,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.005, 'e': 0.49658530379140947}",20,0,-107.4819363676962,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
142,False,"{'a': 0.005, 'e': 0.4941085742561417}",25,11,-78.68433479776277,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
143,False,"{'a': 0.005, 'e': 0.4916441974609651}",25,13,-1.356672859890409,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.005, 'e': 0.48919211179633154}",20,4,-84.27718052877768,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 2}",1
145,False,"{'a': 0.005, 'e': 0.4867522559599717}",30,21,6.644685353900391,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.005, 'e': 0.48432456895536247}",25,16,-15.514541000281385,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
147,False,"{'a': 0.005, 'e': 0.48190899009020244}",20,6,18.885067313769092,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.005, 'e': 0.4795054589748941}",25,15,-2.2580922475902185,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.005, 'e': 0.4771139155210344}",20,0,-47.20783464607905,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
150,False,"{'a': 0.005, 'e': 0.4747342999399124}",20,6,-24.440266736022508,"{0: 8, 1: 4, 2: 2, 3: 0, 4: 0}",1
151,False,"{'a': 0.005, 'e': 0.4723665527410147}",25,14,-37.16415703231317,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
152,False,"{'a': 0.005, 'e': 0.47001061473053796}",20,6,10.40606643271713,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.005, 'e': 0.46766642700990924}",20,6,4.515793030565797,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.005, 'e': 0.4653339309743134}",20,6,-36.765212280140794,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
155,False,"{'a': 0.005, 'e': 0.46301306831122807}",30,0,-82.56632037976152,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
156,False,"{'a': 0.005, 'e': 0.4607037809989658}",25,20,9.2613217338852,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.005, 'e': 0.4584060113052235}",25,10,-28.583708632470632,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
158,False,"{'a': 0.005, 'e': 0.4561197017856392}",20,3,8.011185132639554,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.005, 'e': 0.45384479528235583}",25,0,-57.5692618641887,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
160,False,"{'a': 0.005, 'e': 0.4515812349225922}",25,7,-24.749072967256268,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
161,False,"{'a': 0.005, 'e': 0.44932896411722156}",25,12,11.362801753336283,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.005, 'e': 0.4470879265593564}",20,0,-38.53398737286251,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
163,False,"{'a': 0.005, 'e': 0.4448580662229411}",20,12,-11.994165968085504,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.005, 'e': 0.4426393273613511}",20,16,7.985264214467015,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.005, 'e': 0.44043165450599925}",25,0,8.09629484087947,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
166,False,"{'a': 0.005, 'e': 0.4382349924649492}",20,0,-31.563899407871013,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
167,False,"{'a': 0.005, 'e': 0.43604928632153556}",20,0,-7.398501611350795,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",1
168,False,"{'a': 0.005, 'e': 0.4338744814329909}",20,3,-65.417634767997,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
169,False,"{'a': 0.005, 'e': 0.43171052342907973}",20,0,-1.313428025560762,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
170,False,"{'a': 0.005, 'e': 0.42955735821073915}",25,3,-82.69915735696861,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 1}",1
171,False,"{'a': 0.005, 'e': 0.4274149319487267}",30,0,-51.429761356695856,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
172,False,"{'a': 0.005, 'e': 0.42528319108227414}",20,0,6.720817764821203,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
173,False,"{'a': 0.005, 'e': 0.4231620823177488}",25,10,25.183379055453535,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.005, 'e': 0.4210515526273212}",20,0,-41.45017036822043,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
175,False,"{'a': 0.005, 'e': 0.418951549247639}",20,6,-46.52715666161294,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
176,False,"{'a': 0.005, 'e': 0.4168620196785084}",20,0,-71.45634003746785,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
177,False,"{'a': 0.005, 'e': 0.4147829116815814}",25,0,-51.8973534388983,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
178,False,"{'a': 0.005, 'e': 0.4127141732790497}",20,9,-22.436804603649968,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
179,False,"{'a': 0.005, 'e': 0.4106557527523455}",20,6,-57.72344877437485,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
180,False,"{'a': 0.005, 'e': 0.40860759864084845}",25,8,7.413329975657534,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
181,False,"{'a': 0.005, 'e': 0.4065696597405991}",25,0,-24.859905663859852,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
182,False,"{'a': 0.005, 'e': 0.4045418851030188}",25,8,20.275340962243522,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.005, 'e': 0.40252422403363597}",30,7,-172.29549264281545,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 4}",1
